#time	accel0	accel1	accel2

7757.726207	504	502	397
7757.741554	504	503	396
7757.761554	504	502	396
7757.781554	504	502	396
7757.801554	504	502	397
7757.821554	503	502	396
7757.841554	504	502	397
7757.861554	503	502	397
7757.881554	503	502	396
7757.901554	503	501	397
7757.921554	504	503	396
7757.936927	504	502	396
7757.956927	503	502	397
7757.976927	503	501	397
7757.996927	504	502	397
7758.016927	503	502	396
7758.036927	504	502	396
7758.056927	503	502	397
7758.076927	503	502	397
7758.096927	504	502	397
7758.116927	504	502	396
7758.132283	505	502	396
7758.152283	504	502	396
7758.172283	504	502	397
7758.192283	504	501	396
7758.212283	503	502	397
7758.232283	504	502	397
7758.252283	503	502	396
7758.272283	503	502	397
7758.292283	504	503	397
7758.312283	504	501	397
7758.327648	504	502	397
7758.347648	503	502	397
7758.367648	504	502	397
7758.387648	503	502	397
7758.407648	504	503	397
7758.427648	504	502	397
7758.447648	503	502	396
7758.467648	504	503	397
7758.487648	504	502	396
7758.507648	504	502	397
7758.522995	504	503	397
7758.542995	504	503	397
7758.562995	504	502	397
7758.582995	503	502	396
7758.602995	503	503	397
7758.622995	503	503	397
7758.642995	504	502	397
7758.662995	504	502	397
7758.682995	503	502	397
7758.702995	503	502	397
7758.718368	504	502	396
7758.738368	504	502	397
7758.758368	504	502	396
7758.778368	503	503	397
7758.798368	504	502	397
7758.818368	504	503	397
7758.838368	504	502	396
7758.858368	504	503	397
7758.878368	504	502	396
7758.898368	504	502	396
7758.913724	503	502	397
7758.933724	504	503	396
7758.953724	504	502	397
7758.973724	504	502	397
7758.993724	504	502	397
7759.013724	504	503	396
7759.033724	503	502	396
7759.053724	503	502	396
7759.073724	503	503	397
7759.093724	503	501	397
7759.109089	504	502	397
7759.129089	503	502	397
7759.149089	503	503	396
7759.169089	504	502	397
7759.189089	504	502	396
7759.209089	504	502	397
7759.229089	504	502	397
7759.249089	504	502	397
7759.269089	503	503	397
7759.289089	504	502	397
7759.304436	503	502	396
7759.324436	504	503	397
7759.344436	504	502	397
7759.364436	503	501	396
7759.384436	504	502	396
7759.404436	504	502	395
7759.424436	503	503	396
7759.444436	503	502	396
7759.464436	503	502	396
7759.484436	504	502	396
7759.499809	504	502	397
7759.519809	503	502	397
7759.539809	504	502	396
7759.559809	504	502	397
7759.579809	503	502	396
7759.599809	502	502	397
7759.619809	504	502	397
7759.639809	504	502	397
7759.659809	504	503	396
7759.679809	503	503	397
7759.695165	504	502	397
7759.715165	503	502	396
7759.735165	504	502	397
7759.755165	503	502	396
7759.775165	504	502	396
7759.795165	504	502	397
7759.815165	504	502	397
7759.835165	504	502	397
7759.855165	503	502	397
7759.875165	503	502	397
7759.890530	503	501	396
7759.910530	503	502	397
7759.930530	503	502	397
7759.950530	503	502	396
7759.970530	504	502	397
7759.990530	504	502	396
7760.010530	504	502	396
7760.030530	503	501	396
7760.050530	503	502	397
7760.070530	504	502	397
7760.085877	504	501	397
7760.105877	504	502	397
7760.125877	504	503	397
7760.145877	504	502	397
7760.165877	504	502	396
7760.185877	504	503	397
7760.205877	503	502	396
7760.225877	504	502	397
7760.245877	504	502	397
7760.265877	503	503	396
7760.281250	504	502	396
7760.301250	503	502	396
7760.321250	503	502	397
7760.341250	504	502	397
7760.361250	503	503	396
7760.381250	503	502	397
7760.401250	504	502	397
7760.421250	503	502	396
7760.441250	504	502	397
7760.461250	503	502	396
7760.476606	504	502	397
7760.496606	504	502	397
7760.516606	503	502	397
7760.536606	503	502	396
7760.556606	503	502	397
7760.576606	504	502	396
7760.596606	504	502	397
7760.616606	503	502	397
7760.636606	504	502	397
7760.656606	504	501	397
7760.671970	505	502	397
7760.691970	503	501	397
7760.711970	504	502	396
7760.731970	504	502	396
7760.751970	504	502	398
7760.771970	504	502	396
7760.791970	504	502	397
7760.811970	503	502	397
7760.831970	504	503	397
7760.851970	504	502	397
7760.867326	503	502	396
7760.887326	504	501	397
7760.907326	504	503	396
7760.927326	504	502	397
7760.947326	504	503	396
7760.967326	504	502	397
7760.987326	503	502	397
7761.007326	504	503	396
7761.027326	503	503	397
7761.047326	504	502	397
7761.062691	503	503	396
7761.082691	503	502	398
7761.102691	504	503	396
7761.122691	504	502	397
7761.142691	504	502	396
7761.162691	504	502	397
7761.182691	504	502	397
7761.202691	503	502	396
7761.222691	504	502	397
7761.242691	504	502	396
7761.258056	503	501	397
7761.278056	504	502	397
7761.298056	504	502	397
7761.318056	504	502	397
7761.338056	504	502	397
7761.358056	503	502	397
7761.378056	503	501	397
7761.398056	503	502	396
7761.418056	504	502	397
7761.438056	503	502	397
7761.453411	505	503	396
7761.473411	503	502	396
7761.493411	503	502	397
7761.513411	503	502	396
7761.533411	504	502	397
7761.553411	503	502	397
7761.573411	504	502	397
7761.593411	505	502	396
7761.613411	503	502	397
7761.633411	505	502	397
7761.648767	504	502	397
7761.668767	504	502	396
7761.688767	504	502	397
7761.708767	504	502	396
7761.728767	503	501	396
7761.748767	504	502	397
7761.768767	505	502	396
7761.788767	504	502	397
7761.808767	503	502	397
7761.828767	504	502	396
7761.844132	504	502	397
7761.864132	503	502	396
7761.884132	503	503	397
7761.904132	504	503	397
7761.924132	503	502	396
7761.944132	504	502	397
7761.964132	503	502	397
7761.984132	504	502	397
7762.004132	503	502	396
7762.024132	504	502	397
7762.039497	504	502	396
7762.059497	504	502	396
7762.079497	504	502	395
7762.099497	504	502	397
7762.119497	503	502	397
7762.139497	504	502	396
7762.159497	504	502	397
7762.179497	503	502	396
7762.199497	504	502	397
7762.219497	504	502	396
7762.234852	504	503	396
7762.254852	503	502	397
7762.274852	504	502	397
7762.294852	504	502	396
7762.314852	503	502	397
7762.334852	503	503	398
7762.354852	503	502	398
7762.374852	504	502	397
7762.394852	504	502	398
7762.414852	503	502	397
7762.430208	504	502	396
7762.450208	503	501	397
7762.470208	504	502	396
7762.490208	503	502	398
