#time	accel0	accel1	accel2

7762.510208	504	502	397
7762.530208	503	502	397
7762.550208	503	502	397
7762.570208	503	502	396
7762.590208	504	502	397
7762.610208	503	502	397
7762.625573	504	502	397
7762.645573	503	502	396
7762.665573	504	502	397
7762.685573	504	503	396
7762.705573	503	502	397
7762.725573	503	502	396
7762.745573	504	502	396
7762.765573	504	502	397
7762.785573	503	502	396
7762.805573	503	503	396
7762.820938	504	502	397
7762.840938	503	502	397
7762.860938	504	502	397
7762.880938	503	502	396
7762.900938	504	502	397
7762.920938	504	502	395
7762.940938	504	502	397
7762.960938	504	502	397
7762.980938	504	502	397
7763.000937	504	502	397
7763.016293	503	502	397
7763.036293	503	502	397
7763.056293	504	503	397
7763.076293	504	502	396
7763.096293	504	503	396
7763.116293	503	502	396
7763.136293	504	502	397
7763.156293	503	502	397
7763.176293	503	502	396
7763.196293	503	502	397
7763.211649	504	502	397
7763.231649	504	501	396
7763.251649	503	502	396
7763.271649	504	503	396
7763.291649	504	502	397
7763.311649	503	502	397
7763.331649	503	502	397
7763.351649	504	502	397
7763.371649	504	502	397
7763.391649	504	503	397
7763.407014	504	501	397
7763.427014	505	501	397
7763.447014	504	502	397
7763.467014	504	502	396
7763.487014	503	502	396
7763.507014	504	502	396
7763.527014	504	503	397
7763.547014	504	502	396
7763.567014	505	502	397
7763.587014	504	502	397
7763.602378	504	503	396
7763.622378	504	501	396
7763.642378	503	502	397
7763.662378	503	502	397
7763.682378	504	502	396
7763.702378	504	502	397
7763.722378	504	502	397
7763.742378	504	502	397
7763.762378	503	502	397
7763.782378	504	501	397
7763.797734	503	501	397
7763.817734	504	502	396
7763.837734	504	502	396
7763.857734	504	502	397
7763.877734	503	502	396
7763.897734	504	502	397
7763.917734	504	502	397
7763.937734	504	502	397
7763.957734	503	503	397
7763.977734	504	503	397
7763.993090	504	502	397
7764.013090	503	502	396
7764.033090	503	502	396
7764.053090	504	503	396
7764.073090	503	502	396
7764.093090	504	503	397
7764.113090	504	502	397
7764.133090	503	502	396
7764.153090	504	502	397
7764.173090	504	501	396
7764.188455	504	501	396
7764.208455	504	501	396
7764.228455	504	502	396
7764.248455	504	502	396
7764.268455	504	502	397
7764.288455	504	502	397
7764.308455	504	502	396
7764.328455	504	502	397
7764.348455	504	503	396
7764.368455	503	503	397
7764.383819	504	502	397
7764.403819	503	502	396
7764.423819	504	503	397
7764.443819	503	502	397
7764.463819	504	501	396
7764.483819	504	503	397
7764.503819	503	503	397
7764.523819	503	501	396
7764.543819	503	502	397
7764.563819	504	501	396
7764.579175	504	502	396
7764.599175	504	502	397
7764.619175	503	501	397
7764.639175	504	502	397
7764.659175	504	502	397
7764.679175	504	502	397
7764.699175	504	502	397
7764.719175	504	502	397
7764.739175	503	503	397
7764.759175	503	502	397
7764.774531	504	502	397
7764.794531	504	502	397
7764.814531	504	502	396
7764.834531	503	502	396
7764.854531	503	502	397
7764.874531	503	502	397
7764.894531	504	502	397
7764.914531	504	502	397
7764.934531	502	502	397
7764.954531	504	502	397
7764.969896	504	502	396
7764.989896	502	503	396
7765.009896	504	503	397
7765.029896	504	502	397
7765.049896	504	502	397
7765.069896	504	502	397
7765.089896	504	502	396
7765.109896	504	502	398
7765.129896	504	502	397
7765.149896	504	502	398
7765.165260	503	502	396
7765.185260	503	503	396
7765.205260	504	502	397
7765.225260	504	502	397
7765.245260	504	503	397
7765.265260	504	502	397
7765.285260	504	502	397
7765.305260	503	502	396
7765.325260	504	503	396
7765.345260	504	502	397
7765.360625	504	502	396
7765.380625	505	503	397
7765.400625	503	502	397
7765.420625	503	502	396
7765.440625	504	502	396
7765.460625	504	501	398
7765.480625	504	502	396
7765.500625	503	502	397
7765.520625	503	502	397
7765.540625	504	503	397
7765.555972	504	502	397
7765.575972	503	502	397
7765.595972	504	502	397
7765.615972	504	502	397
7765.635972	504	502	397
7765.655972	503	503	397
7765.675972	504	502	397
7765.695972	504	502	397
7765.715972	503	502	396
7765.735972	503	502	396
7765.751345	504	502	397
7765.771345	504	502	397
7765.791345	503	502	396
7765.811345	503	502	396
7765.831345	503	502	397
7765.851345	504	502	396
7765.871345	503	502	397
7765.891345	503	502	397
7765.911345	503	502	397
7765.931345	504	503	397
7765.946701	503	502	397
7765.966701	504	502	397
7765.986701	503	502	396
7766.006701	504	502	396
7766.026701	503	502	397
7766.046701	504	501	397
7766.066701	503	502	396
7766.086701	503	502	397
7766.106701	504	502	396
7766.126701	504	502	396
7766.142066	504	502	397
7766.162066	503	502	397
7766.182066	503	502	397
7766.202066	503	502	396
7766.222066	503	502	397
7766.242066	503	503	397
7766.262066	504	502	397
7766.282066	504	502	397
7766.302066	504	502	397
7766.322066	504	502	396
7766.337413	504	502	397
7766.357413	504	502	397
7766.377413	504	503	397
7766.397413	503	503	396
7766.417413	504	502	397
7766.437413	503	503	397
7766.457413	503	502	397
7766.477413	504	502	397
7766.497413	504	502	396
7766.517413	503	503	396
7766.532786	504	502	397
7766.552786	504	501	397
7766.572786	503	502	396
7766.592786	504	502	397
7766.612786	504	502	397
7766.632786	503	501	397
7766.652786	503	502	397
7766.672786	503	502	397
7766.692786	503	502	397
7766.712786	503	501	396
7766.728142	504	502	397
7766.748142	503	502	397
7766.768142	503	502	397
7766.788142	504	502	397
7766.808142	503	502	397
7766.828142	503	502	397
7766.848142	504	502	397
7766.868142	504	502	396
7766.888142	504	501	397
7766.908142	504	502	396
7766.923507	503	502	397
7766.943507	504	503	398
7766.963507	504	502	397
7766.983507	503	502	397
7767.003507	505	502	397
7767.023507	504	503	397
7767.043507	504	502	396
7767.063507	504	502	397
7767.083507	504	502	397
7767.103507	504	502	397
7767.118854	503	501	397
7767.138854	504	502	396
7767.158854	504	502	396
7767.178854	503	502	397
7767.198854	503	503	397
7767.218854	503	502	397
7767.238854	504	502	396
7767.258854	502	501	397
7767.278854	503	502	397
7767.298854	503	502	396
7767.314227	503	502	397
7767.334227	504	503	396
7767.354227	504	502	397
7767.374227	503	502	396
7767.394227	504	502	397
7767.414227	503	502	397
7767.434227	503	502	397
7767.454227	504	502	397
7767.474227	504	502	396
7767.494227	504	501	397
7767.509583	503	502	396
7767.529583	503	502	397
7767.549583	504	502	397
7767.569583	504	502	397
7767.589583	504	502	397
7767.609583	503	502	396
7767.629583	503	502	396
7767.649583	503	502	396
7767.669583	504	501	397
7767.689583	504	502	397
7767.704948	504	502	397
7767.724948	504	502	396
7767.744948	504	502	396
7767.764948	503	502	397
7767.784948	503	501	397
7767.804948	504	502	396
7767.824948	504	502	396
7767.844948	504	502	397
7767.864948	504	502	397
7767.884948	504	502	396
7767.900295	504	503	397
7767.920295	503	502	397
7767.940295	504	501	396
7767.960295	504	502	396
7767.980295	504	503	397
7768.000295	503	502	396
7768.020295	504	502	397
7768.040295	503	502	396
7768.060295	503	502	397
7768.080295	503	502	396
7768.095668	504	502	397
7768.115668	504	502	397
7768.135668	504	502	397
7768.155668	503	502	397
7768.175668	503	502	396
7768.195668	503	502	397
7768.215668	504	502	397
7768.235668	504	502	397
7768.255668	503	503	397
7768.275668	504	502	397
7768.291024	504	502	396
7768.311024	503	502	397
7768.331024	504	502	397
7768.351024	504	502	397
7768.371024	502	503	396
7768.391024	503	503	397
7768.411024	503	503	397
7768.431024	504	502	398
7768.451024	504	502	397
7768.471024	504	503	398
7768.486389	504	502	397
7768.506389	503	501	397
7768.526389	503	502	397
7768.546389	503	503	397
7768.566389	504	502	397
7768.586389	504	502	397
7768.606389	503	502	397
7768.626389	505	502	397
7768.646389	503	502	397
7768.666389	504	502	396
7768.681745	504	502	398
7768.701745	503	502	397
7768.721745	504	502	396
7768.741745	504	502	397
7768.761745	503	502	396
7768.781745	504	502	397
7768.801745	504	502	397
7768.821745	504	502	397
7768.841745	504	502	397
7768.861745	503	502	396
7768.877109	505	502	398
7768.897109	504	503	397
7768.917109	503	502	396
7768.937109	504	502	396
7768.957109	504	503	397
7768.977109	504	502	396
7768.997109	503	502	396
7769.017109	504	502	396
7769.037109	504	501	397
7769.057109	504	502	396
7769.072465	504	502	397
7769.092465	504	502	397
7769.112465	504	502	396
7769.132465	504	503	398
7769.152465	504	502	397
7769.172465	504	502	396
7769.192465	502	501	398
7769.212465	504	502	397
7769.232465	504	503	396
7769.252465	504	502	397
7769.267830	503	502	397
7769.287830	504	502	396
7769.307830	503	502	397
7769.327830	504	502	397
7769.347830	504	502	397
7769.367830	503	502	396
7769.387830	504	502	397
7769.407830	504	503	397
7769.427830	503	502	396
7769.447830	503	502	397
7769.463186	503	502	397
7769.483186	504	502	396
7769.503186	503	502	396
7769.523186	504	502	397
7769.543186	504	502	397
7769.563186	504	502	397
7769.583186	504	503	398
7769.603186	504	502	398
7769.623186	504	502	396
7769.643186	503	502	396
7769.658550	504	501	397
7769.678550	504	502	396
7769.698550	503	502	396
7769.718550	503	503	397
7769.738550	503	503	397
7769.758550	503	502	397
7769.778550	504	501	397
7769.798550	504	502	396
7769.818550	504	502	397
7769.838550	504	502	396
7769.853915	504	503	397
7769.873915	504	502	397
7769.893915	503	502	397
7769.913915	504	503	397
7769.933915	503	502	396
7769.953915	503	502	396
7769.973915	503	502	396
7769.993915	505	502	397
7770.013915	503	503	396
7770.033915	503	502	397
7770.049271	503	502	397
7770.069271	504	503	397
7770.089271	503	502	397
7770.109271	504	502	397
7770.129271	504	501	396
7770.149271	504	502	396
7770.169271	504	502	397
7770.189271	503	502	397
7770.209271	504	502	397
7770.229271	504	502	396
7770.244627	503	502	397
7770.264627	504	502	397
7770.284627	503	502	397
7770.304627	504	502	396
7770.324627	504	502	397
7770.344627	504	502	397
7770.364627	503	502	396
7770.384627	504	502	397
7770.404627	504	502	397
7770.424627	504	502	397
7770.439991	504	502	397
7770.459991	503	501	396
7770.479991	504	502	396
7770.499991	503	502	396
7770.519991	504	503	397
7770.539991	503	502	397
7770.559991	503	502	397
7770.579991	503	502	397
7770.599991	504	502	397
7770.619991	504	501	397
7770.635356	504	503	397
7770.655356	504	501	396
7770.675356	503	502	398
7770.695356	503	502	396
7770.715356	503	502	396
7770.735356	504	502	397
7770.755356	504	502	397
7770.775356	504	502	397
7770.795356	503	502	397
7770.815356	504	502	397
7770.830712	503	502	397
7770.850712	504	502	396
7770.870712	504	502	396
7770.890712	503	502	397
7770.910712	504	502	397
7770.930712	504	502	397
7770.950712	503	502	396
7770.970712	504	502	397
7770.990712	504	502	396
7771.010712	503	502	396
7771.026068	504	503	398
7771.046068	504	502	396
7771.066068	503	503	397
7771.086068	503	501	397
7771.106068	503	502	397
7771.126068	504	502	397
7771.146068	504	502	397
7771.166068	503	503	396
7771.186068	503	502	397
7771.206068	503	502	396
7771.221432	504	502	396
7771.241432	503	502	396
7771.261432	503	502	396
7771.281432	503	503	396
7771.301432	503	503	397
7771.321432	504	502	397
7771.341432	503	503	397
7771.361432	503	502	396
7771.381432	503	503	397
7771.401432	504	503	397
7771.416797	504	502	396
7771.436797	503	502	396
7771.456797	503	502	397
7771.476797	503	502	397
7771.496797	504	503	397
7771.516797	504	503	396
7771.536797	504	502	396
7771.556797	504	502	396
7771.576797	504	502	397
7771.596797	504	502	397
7771.612153	504	503	396
7771.632153	504	502	397
7771.652153	503	502	397
7771.672153	504	502	396
7771.692153	504	502	396
7771.712153	504	502	397
7771.732153	503	502	396
7771.752153	504	502	397
7771.772153	503	502	396
7771.792153	504	502	397
7771.807509	504	502	396
7771.827509	504	502	396
7771.847509	504	502	396
7771.867509	504	502	396
7771.887509	504	502	397
7771.907509	503	502	398
7771.927509	504	502	397
7771.947509	503	502	397
7771.967509	504	502	396
7771.987509	504	502	396
7772.002873	503	502	397
7772.022873	503	503	397
7772.042873	504	502	396
7772.062873	504	502	397
7772.082873	504	502	397
7772.102873	503	502	396
7772.122873	504	502	397
7772.142873	503	502	397
7772.162873	505	502	397
7772.182873	504	502	396
7772.198238	504	502	396
7772.218238	504	502	397
7772.238238	503	503	397
7772.258238	503	502	397
7772.278238	503	501	397
7772.298238	503	503	397
7772.318238	504	502	396
7772.338238	504	503	397
7772.358238	503	502	396
7772.378238	504	502	397
7772.393594	503	502	397
7772.413594	504	503	397
7772.433594	503	502	397
7772.453594	504	502	397
7772.473594	504	502	396
7772.493594	504	502	397
7772.513594	504	503	397
7772.533594	504	502	397
7772.553594	504	503	397
7772.573594	503	502	397
7772.588950	503	501	397
7772.608950	504	501	397
7772.628950	504	503	397
7772.648950	504	502	396
7772.668950	503	502	397
7772.688950	503	502	396
7772.708950	504	502	397
7772.728950	503	502	396
7772.748950	504	503	396
7772.768950	503	502	396
7772.784314	503	501	396
7772.804314	504	502	396
7772.824314	504	502	396
7772.844314	504	502	396
7772.864314	504	501	396
7772.884314	504	502	396
7772.904314	504	502	396
7772.924314	503	502	396
7772.944314	504	502	396
7772.964314	504	503	397
7772.979679	503	503	396
7772.999679	504	502	396
7773.019679	503	502	397
7773.039679	504	503	397
7773.059679	503	502	397
7773.079679	504	502	397
7773.099679	503	502	397
7773.119679	503	503	397
7773.139679	504	502	396
7773.159679	505	502	397
7773.175035	504	501	397
7773.195035	504	502	397
7773.215035	503	502	397
7773.235035	503	502	397
7773.255035	504	502	397
7773.275035	503	501	397
7773.295035	504	502	397
7773.315035	503	503	397
7773.335035	504	502	397
7773.355035	504	503	397
7773.370391	503	502	397
7773.390391	503	502	397
7773.410391	504	501	397
7773.430391	504	502	397
7773.450391	503	502	397
7773.470391	504	501	397
7773.490391	504	502	397
7773.510391	504	502	396
7773.530391	504	502	397
7773.550391	503	502	397
7773.565764	503	502	397
7773.585764	504	502	396
7773.605764	504	503	396
7773.625764	504	502	397
7773.645764	504	503	397
7773.665764	504	502	397
7773.685764	504	502	396
7773.705764	503	502	397
7773.725764	503	503	397
7773.745764	504	502	397
7773.761120	503	502	397
7773.781120	504	502	397
7773.801120	504	502	397
7773.821120	503	502	397
7773.841120	503	503	397
7773.861120	504	502	397
7773.881120	503	502	397
7773.901120	503	502	396
7773.921120	503	502	396
7773.941120	504	502	397
7773.956484	504	502	396
7773.976484	504	502	397
7773.996484	504	503	397
7774.016484	503	502	396
7774.036484	504	501	397
7774.056484	504	502	396
7774.076484	504	502	397
7774.096484	504	503	396
7774.116484	503	502	396
7774.136484	503	502	397
7774.151832	503	502	397
7774.171832	503	503	397
7774.191832	504	502	396
7774.211832	504	502	396
7774.231832	503	502	397
7774.251832	503	502	398
7774.271832	504	502	397
7774.291832	504	503	396
7774.311832	504	502	397
7774.331832	504	502	396
7774.347205	503	502	397
7774.367205	503	501	397
7774.387205	504	502	396
7774.407205	504	502	397
7774.427205	503	503	396
7774.447205	503	503	397
7774.467205	504	501	397
7774.487205	503	502	397
7774.507205	504	502	397
7774.527205	503	503	397
7774.542561	504	502	397
7774.562561	504	502	397
7774.582561	504	502	397
7774.602561	504	502	398
7774.622561	504	503	396
7774.642561	505	502	397
7774.662561	503	502	397
7774.682561	504	502	396
7774.702561	504	502	396
7774.722561	505	502	396
7774.737925	503	501	397
7774.757925	503	503	397
7774.777925	504	502	397
7774.797925	504	502	397
7774.817925	503	502	397
7774.837925	504	502	397
7774.857925	504	503	397
7774.877925	504	502	396
7774.897925	504	503	397
7774.917925	503	502	396
7774.933273	504	501	396
7774.953273	504	502	396
7774.973273	503	502	397
7774.993273	503	502	397
7775.013273	503	502	397
7775.033273	504	502	396
7775.053273	503	502	397
7775.073273	504	502	397
7775.093273	503	502	397
7775.113273	503	502	397
7775.134514	503	502	397
7775.154514	504	503	398
7775.174514	504	502	395
7775.194514	503	502	397
7775.214514	504	502	398
7775.234514	504	503	396
7775.254514	504	501	397
7775.274514	504	502	397
7775.294514	503	502	397
7775.314514	503	502	397
7775.324002	503	502	396
7775.344002	503	502	396
7775.364002	504	501	396
7775.384002	505	502	397
7775.404002	503	502	397
7775.424002	504	502	397
7775.444002	503	502	398
7775.464002	504	502	396
7775.484002	504	502	397
7775.504002	504	502	397
7775.519366	503	502	397
7775.539366	504	502	397
7775.559366	505	502	397
7775.579366	503	502	396
7775.599366	504	503	396
7775.619366	504	502	397
7775.639366	504	502	397
7775.659366	503	502	397
7775.679366	503	503	397
7775.699366	504	502	396
7775.714714	503	502	397
7775.734714	503	502	397
7775.754714	503	502	397
7775.774714	503	502	397
7775.794714	504	503	397
7775.814714	503	502	397
7775.834714	504	502	397
7775.854714	505	502	396
7775.874714	503	502	397
7775.894714	504	503	397
7775.910087	504	502	397
7775.930087	504	502	397
7775.950087	504	502	397
7775.970087	504	503	397
7775.990087	504	502	396
7776.010087	504	503	397
7776.030087	503	502	397
7776.050087	504	502	396
7776.070087	503	502	397
7776.090087	505	502	396
7776.105443	503	502	397
7776.125443	503	502	397
7776.145443	503	503	397
7776.165443	503	502	397
7776.185443	503	502	396
7776.205443	504	502	397
7776.225443	504	502	397
7776.245443	504	503	396
7776.265443	504	502	397
7776.285443	503	502	397
7776.300807	504	502	397
7776.320807	504	502	397
7776.340807	504	502	397
7776.360807	503	502	396
7776.380807	504	503	397
7776.400807	504	502	396
7776.420807	504	502	397
7776.440807	503	502	396
7776.460807	504	502	397
7776.480807	503	502	396
7776.496155	503	503	397
7776.516155	504	502	397
7776.536155	504	503	397
7776.556155	504	502	396
7776.576155	503	502	397
7776.596155	504	503	397
7776.616155	504	502	396
7776.636155	503	502	396
7776.656155	502	502	396
7776.676155	503	502	397
7776.691528	503	502	397
7776.711528	504	502	397
7776.731528	503	502	397
7776.751528	503	502	396
7776.771528	504	502	397
7776.791528	504	503	397
7776.811528	504	502	397
7776.831528	504	503	397
7776.851528	503	502	397
7776.871528	503	503	397
7776.886884	504	502	397
7776.906884	503	503	397
7776.926884	504	502	397
7776.946884	504	503	396
7776.966884	504	502	397
7776.986884	504	502	397
7777.006884	504	503	396
7777.026884	504	502	396
7777.046884	504	503	396
7777.066884	503	502	397
7777.082248	504	502	397
7777.102248	504	502	397
7777.122248	504	502	397
7777.142248	504	503	397
7777.162248	503	502	397
7777.182248	504	502	396
7777.202248	503	502	397
7777.222248	503	502	396
7777.242248	503	502	397
7777.262248	504	502	397
7777.277595	503	501	396
7777.297595	503	502	397
7777.317595	504	502	397
7777.337595	503	502	397
7777.357595	503	502	397
7777.377595	504	502	397
7777.397595	504	502	397
7777.417595	504	502	397
7777.437595	503	502	397
7777.457595	503	502	396
7777.472969	503	502	397
7777.492969	503	502	397
7777.512969	504	502	397
7777.532969	504	503	397
7777.552969	504	502	397
7777.572969	503	502	396
7777.592969	503	502	396
7777.612969	504	502	396
7777.632969	504	501	397
7777.652969	504	503	397
7777.668333	504	503	396
7777.688333	504	502	397
7777.708333	504	502	397
7777.728333	504	501	397
7777.748333	504	502	396
7777.768333	504	502	396
7777.788333	503	501	397
7777.808333	503	502	397
7777.828333	503	502	396
7777.848333	504	501	396
7777.863689	503	502	396
7777.883689	503	502	397
7777.903689	504	502	397
7777.923689	504	503	397
7777.943689	503	502	397
7777.963689	504	502	397
7777.983689	504	503	396
7778.003689	504	502	397
7778.023689	503	502	397
7778.043689	503	503	397
7778.059045	503	502	396
7778.079045	503	502	396
7778.099045	503	502	397
7778.119045	504	502	396
7778.139045	504	502	397
7778.159045	504	502	396
7778.179045	504	502	397
7778.199045	503	502	397
7778.219045	504	502	396
7778.239045	504	502	397
7778.254410	503	502	397
7778.274410	504	502	396
7778.294410	503	502	397
7778.314410	504	503	397
7778.334410	503	502	397
7778.354410	503	501	397
7778.374410	504	502	397
7778.394410	503	502	397
7778.414410	505	501	396
7778.434410	504	502	397
7778.449774	503	502	397
7778.469774	504	502	397
7778.489774	504	502	397
7778.509774	504	503	397
7778.529774	504	502	397
7778.549774	504	502	397
7778.569774	504	502	397
7778.589774	504	503	397
7778.609774	504	502	397
7778.629774	503	502	396
7778.645130	504	502	397
7778.665130	504	503	397
7778.685130	503	503	398
7778.705130	503	502	397
7778.725130	503	502	396
7778.745130	505	503	397
7778.765130	503	502	397
7778.785130	503	502	396
7778.805130	504	501	396
7778.825130	504	502	397
7778.840486	503	503	396
7778.860486	504	503	397
7778.880486	504	501	397
7778.900486	504	502	396
7778.920486	505	502	397
7778.940486	503	503	397
7778.960486	504	502	397
7778.980486	504	502	397
7779.000486	504	502	397
7779.020486	503	502	396
7779.035851	503	502	396
7779.055851	505	502	397
7779.075851	503	502	397
7779.095851	502	502	397
7779.115851	504	503	396
7779.135851	504	502	397
7779.155851	503	503	396
7779.175851	503	502	397
7779.195851	503	502	397
7779.215851	504	502	396
7779.231215	504	503	396
7779.251215	504	502	396
7779.271215	504	503	396
7779.291215	503	502	396
7779.311215	504	502	397
7779.331215	503	502	396
7779.351215	504	502	395
7779.371215	503	502	397
7779.391215	504	502	397
7779.411215	504	502	396
7779.426571	503	502	396
7779.446571	503	502	396
7779.466571	504	502	397
7779.486571	503	502	396
7779.506571	503	502	397
7779.526571	504	503	397
7779.546571	504	502	397
7779.566571	504	502	397
7779.586571	503	502	396
7779.606571	503	502	396
7779.621927	504	503	396
7779.641927	503	502	397
7779.661927	504	501	397
7779.681927	504	502	397
7779.701927	504	502	397
7779.721927	504	502	397
7779.741927	504	502	397
7779.761927	503	503	397
7779.781927	503	502	397
7779.801927	503	503	397
7779.817292	503	502	396
7779.837292	504	502	397
7779.857292	503	502	396
7779.877292	503	501	397
7779.897292	504	502	397
7779.917292	503	503	396
7779.937292	504	502	397
7779.957292	503	501	397
7779.977292	503	502	396
7779.997292	503	501	398
7780.012656	503	502	396
7780.032656	504	502	397
7780.052656	504	502	397
7780.072656	504	502	397
7780.092656	503	501	397
7780.112656	504	502	398
7780.132656	503	502	397
7780.152656	503	502	397
7780.172656	503	501	397
7780.192656	504	502	397
7780.208012	503	503	397
7780.228012	503	502	397
7780.248012	504	502	396
7780.268012	504	502	397
7780.288012	503	501	397
7780.308012	503	502	397
7780.328012	504	501	397
7780.348012	503	502	397
7780.368012	504	502	397
7780.388012	504	503	398
7780.403368	503	502	396
7780.423368	504	502	397
7780.443368	504	502	397
7780.463368	504	502	397
7780.483368	505	502	397
7780.503368	504	503	397
7780.523368	503	503	397
7780.543368	504	502	397
7780.563368	503	502	397
7780.583368	504	501	397
7780.598733	503	502	397
7780.618733	504	502	397
7780.638733	503	502	395
7780.658733	503	502	397
7780.678733	503	502	396
7780.698733	504	502	396
7780.718733	504	503	398
7780.738733	503	502	397
7780.758733	503	503	396
7780.778733	504	502	398
7780.794097	503	502	396
7780.814097	504	502	397
7780.834097	503	502	397
7780.854097	504	502	397
7780.874097	504	502	397
7780.894097	504	501	397
7780.914097	504	502	397
7780.934097	503	503	397
7780.954097	504	502	396
7780.974097	503	502	396
7780.989453	504	502	397
7781.009453	503	502	396
7781.029453	504	502	397
7781.049453	505	502	397
7781.069453	504	501	397
7781.089453	504	501	397
7781.109453	503	502	397
7781.129453	504	503	397
7781.149453	503	502	397
7781.169453	504	503	396
7781.184818	503	502	397
7781.204818	504	502	396
7781.224818	504	502	396
7781.244818	504	503	397
7781.264818	504	502	396
7781.284818	504	502	396
7781.304818	503	502	397
7781.324818	504	502	396
7781.344818	504	502	397
7781.364818	503	502	397
7781.380174	503	503	397
7781.400174	503	502	396
7781.420174	504	502	397
7781.440174	504	501	397
7781.460174	503	502	397
7781.480174	504	502	397
7781.500174	504	502	397
7781.520174	504	502	396
7781.540174	504	502	396
7781.560174	504	502	396
7781.575538	503	502	396
7781.595538	504	502	397
7781.615538	504	502	397
7781.635538	504	502	397
7781.655538	504	502	398
7781.675538	504	502	396
7781.695538	504	502	397
7781.715538	504	502	397
7781.735538	503	502	396
7781.755538	503	502	396
7781.770894	504	501	396
7781.790894	504	502	396
7781.810894	504	502	396
7781.830894	504	503	397
7781.850894	504	501	397
7781.870894	504	502	397
7781.890894	503	502	396
7781.910894	504	502	397
7781.930894	503	502	396
7781.950894	504	502	397
7781.966250	503	502	397
7781.986250	504	502	397
7782.006250	503	502	397
7782.026250	504	503	397
7782.046250	504	501	396
7782.066250	504	503	396
7782.086250	503	502	397
7782.106250	504	502	397
7782.126250	503	502	397
7782.146250	503	502	397
7782.161623	503	502	397
7782.181623	504	503	396
7782.201623	504	502	396
7782.221623	504	502	397
7782.241623	504	502	397
7782.261623	503	502	396
7782.281623	504	501	397
7782.301623	503	502	397
7782.321623	503	502	397
7782.341623	504	502	397
7782.356979	503	502	396
7782.376979	502	502	397
7782.396979	504	501	396
7782.416979	504	503	397
7782.436979	504	502	396
7782.456979	504	503	397
7782.476979	504	502	397
7782.496979	504	503	397
7782.516979	503	503	397
7782.536979	504	503	396
7782.552344	504	503	397
7782.572344	503	502	396
7782.592344	503	503	397
7782.612344	503	502	397
7782.632344	504	502	397
7782.652344	504	501	397
7782.672344	504	502	397
7782.692344	503	502	397
7782.712344	504	502	396
7782.732344	504	502	397
7782.747691	503	502	397
7782.767691	504	502	397
7782.787691	504	501	397
7782.807691	503	502	397
7782.827691	504	501	396
7782.847691	504	502	396
7782.867691	503	502	397
7782.887691	505	502	396
7782.907691	504	501	397
7782.927691	504	502	398
7782.943064	503	501	397
7782.963064	503	503	396
7782.983064	503	502	397
7783.003064	504	502	396
7783.023064	504	502	397
7783.043064	503	502	396
7783.063064	504	502	397
7783.083064	504	502	397
7783.103064	503	502	397
7783.123064	504	502	397
7783.138420	504	502	396
7783.158420	503	501	396
7783.178420	503	502	397
7783.198420	504	502	396
7783.218420	503	502	396
7783.238420	504	502	396
7783.258420	503	502	397
7783.278420	504	503	396
7783.298420	504	503	398
7783.318420	504	503	397
7783.333785	503	502	396
7783.353785	504	502	397
7783.373785	504	502	397
7783.393785	504	502	397
7783.413785	504	503	397
7783.433785	503	502	397
7783.453785	502	503	396
7783.473785	504	502	397
7783.493785	503	502	396
7783.513785	504	502	397
7783.529132	503	502	397
7783.549132	503	502	397
7783.569132	503	502	395
7783.589132	503	502	398
7783.609132	503	501	397
7783.629132	504	502	397
7783.649132	504	502	397
7783.669132	503	503	396
7783.689132	504	502	397
7783.709132	503	502	396
7783.724505	504	503	396
7783.744505	504	502	397
7783.764505	504	502	397
7783.784505	503	502	397
7783.804505	504	502	397
7783.824505	503	501	397
7783.844505	504	502	397
7783.864505	505	502	396
7783.884505	504	502	397
7783.904505	503	502	396
7783.919861	504	503	397
7783.939861	504	501	396
7783.959861	504	502	396
7783.979861	503	502	396
7783.999861	504	503	397
7784.019861	504	503	397
7784.039861	503	502	397
7784.059861	502	502	396
7784.079861	504	503	397
7784.099861	503	503	396
7784.115226	504	501	397
7784.135226	504	502	396
7784.155226	504	502	397
7784.175226	505	502	397
7784.195226	504	503	397
7784.215226	504	502	397
7784.235226	504	502	397
7784.255226	504	502	397
7784.275226	504	502	397
7784.295226	503	502	397
7784.310573	503	503	397
7784.330573	503	502	397
7784.350573	503	502	397
7784.370573	504	502	397
7784.390573	503	503	397
7784.410573	504	502	397
7784.430573	504	502	396
7784.450573	503	502	397
7784.470573	503	502	397
7784.490573	504	502	397
7784.505946	503	502	397
7784.525946	504	502	397
7784.545946	504	502	396
7784.565946	504	503	397
7784.585946	503	502	397
7784.605946	504	503	396
7784.625946	504	503	396
7784.645946	504	502	397
7784.665946	503	502	397
7784.685946	503	503	397
7784.701302	504	503	396
7784.721302	503	502	397
7784.741302	505	502	397
7784.761302	504	502	396
7784.781302	503	502	396
7784.801302	504	502	396
7784.821302	503	503	397
7784.841302	504	502	397
7784.861302	504	503	397
7784.881302	504	502	397
7784.896667	503	503	396
7784.916667	504	502	396
7784.936667	504	503	397
7784.956667	503	502	397
7784.976667	504	502	397
7784.996667	504	502	396
7785.016667	504	502	397
7785.036667	503	503	396
7785.056667	504	502	397
7785.076667	503	502	397
7785.092014	504	502	397
7785.112014	504	502	397
7785.132014	503	502	397
7785.152014	503	502	397
7785.172014	504	502	397
7785.192014	504	503	397
7785.212014	503	502	398
7785.232014	503	502	397
7785.252014	504	502	397
